                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    231,                 1.0695,                 1.2143,                 1.2127,                0.69529,                0.56442,                0.61839,                 0.4567,                 0.9728,                0.97288,                 1.1201,               0.007723,               0.007723,               0.007723
                    232,                 1.0711,                 1.2184,                 1.2134,                0.68807,                0.56707,                0.61876,                0.45737,                0.97237,                0.97215,                 1.1199,              0.0077131,              0.0077131,              0.0077131
                    233,                 1.0722,                 1.2196,                 1.2129,                0.69141,                0.56644,                0.61875,                0.45771,                0.97242,                0.97147,                 1.1201,              0.0077032,              0.0077032,              0.0077032
                    234,                 1.0701,                 1.2146,                   1.21,                 0.6908,                0.56608,                0.61912,                0.45764,                0.97255,                 0.9715,                 1.1199,              0.0076933,              0.0076933,              0.0076933
                    235,                 1.0682,                 1.2105,                 1.2108,                0.69334,                0.56435,                0.61885,                0.45753,                0.97232,                0.97121,                 1.1198,              0.0076834,              0.0076834,              0.0076834
                    236,                 1.0725,                 1.2185,                 1.2128,                0.69068,                0.56743,                0.61908,                 0.4577,                0.97225,                0.97102,                 1.1192,              0.0076735,              0.0076735,              0.0076735
                    237,                  1.069,                 1.2169,                 1.2138,                0.69582,                0.56474,                0.61989,                0.45801,                0.97218,                0.97165,                  1.119,              0.0076636,              0.0076636,              0.0076636
                    238,                  1.071,                 1.2152,                 1.2129,                0.69525,                0.56537,                0.62047,                0.45834,                0.97233,                0.97129,                 1.1191,              0.0076537,              0.0076537,              0.0076537
                    239,                 1.0677,                 1.2086,                  1.209,                0.69798,                 0.5642,                 0.6211,                0.45933,                0.97209,                0.97046,                 1.1187,              0.0076438,              0.0076438,              0.0076438
                    240,                 1.0701,                 1.2121,                  1.211,                0.70622,                0.56296,                0.62155,                0.45981,                0.97162,                 0.9704,                 1.1185,              0.0076339,              0.0076339,              0.0076339
                    241,                 1.0695,                 1.2138,                 1.2131,                0.70357,                0.56502,                0.62159,                0.45968,                0.97128,                0.96999,                 1.1186,               0.007624,               0.007624,               0.007624
                    242,                 1.0722,                 1.2149,                 1.2114,                0.70222,                  0.566,                0.62197,                0.45994,                0.97141,                0.96957,                 1.1186,              0.0076141,              0.0076141,              0.0076141
                    243,                 1.0704,                 1.2119,                 1.2117,                 0.7036,                0.56393,                0.62296,                0.46011,                0.97105,                0.96863,                 1.1181,              0.0076042,              0.0076042,              0.0076042
                    244,                 1.0697,                 1.2123,                 1.2101,                0.70291,                0.56334,                0.62317,                0.46068,                0.97127,                0.96879,                 1.1179,              0.0075943,              0.0075943,              0.0075943
                    245,                 1.0714,                 1.2191,                 1.2134,                0.70121,                0.56236,                0.62272,                0.46047,                0.97107,                0.96869,                 1.1182,              0.0075844,              0.0075844,              0.0075844
                    246,                 1.0674,                 1.2099,                  1.211,                0.69995,                0.56124,                0.62194,                0.46035,                0.97098,                0.96766,                 1.1181,              0.0075745,              0.0075745,              0.0075745
                    247,                 1.0682,                 1.2107,                 1.2093,                 0.6948,                0.56481,                0.62147,                0.45973,                0.97103,                 0.9675,                  1.118,              0.0075646,              0.0075646,              0.0075646
                    248,                 1.0673,                 1.2107,                 1.2105,                0.69331,                0.56591,                0.62128,                0.45936,                0.97142,                0.96796,                 1.1179,              0.0075547,              0.0075547,              0.0075547
                    249,                 1.0701,                  1.208,                 1.2109,                0.69744,                0.56626,                0.62204,                0.45955,                0.97151,                 0.9677,                 1.1181,              0.0075448,              0.0075448,              0.0075448
                    250,                 1.0725,                 1.2116,                 1.2106,                  0.701,                0.56302,                0.62192,                0.45943,                0.97166,                0.96777,                 1.1175,              0.0075349,              0.0075349,              0.0075349
                    251,                 1.0691,                 1.2116,                 1.2112,                0.70005,                0.56314,                 0.6218,                0.45942,                0.97087,                0.96728,                 1.1171,               0.007525,               0.007525,               0.007525
                    252,                 1.0673,                  1.208,                   1.21,                0.69989,                0.56513,                0.62207,                0.45992,                 0.9706,                0.96633,                 1.1171,              0.0075151,              0.0075151,              0.0075151
                    253,                 1.0655,                 1.2041,                 1.2073,                0.69713,                0.56481,                0.62194,                 0.4598,                0.97012,                0.96611,                 1.1166,              0.0075052,              0.0075052,              0.0075052
                    254,                 1.0676,                 1.2101,                 1.2102,                0.69624,                0.56276,                0.62292,                0.45985,                0.96994,                0.96599,                 1.1165,              0.0074953,              0.0074953,              0.0074953
                    255,                 1.0712,                 1.2089,                   1.21,                0.69253,                0.56469,                0.62299,                0.46045,                0.97006,                0.96568,                 1.1165,              0.0074854,              0.0074854,              0.0074854
                    256,                 1.0691,                 1.2043,                 1.2095,                0.69342,                0.56521,                0.62187,                0.46018,                0.97038,                0.96547,                 1.1165,              0.0074755,              0.0074755,              0.0074755
                    257,                 1.0684,                 1.2056,                 1.2078,                0.69105,                0.56646,                0.62195,                0.45977,                0.97022,                0.96459,                  1.116,              0.0074656,              0.0074656,              0.0074656
                    258,                 1.0679,                  1.207,                 1.2094,                0.69619,                0.56271,                 0.6212,                 0.4597,                0.96983,                0.96417,                  1.116,              0.0074557,              0.0074557,              0.0074557
                    259,                 1.0681,                 1.2075,                 1.2105,                0.69183,                0.56594,                0.62192,                0.46046,                0.97045,                0.96425,                 1.1164,              0.0074458,              0.0074458,              0.0074458
                    260,                 1.0646,                 1.2071,                 1.2097,                0.69659,                0.56272,                0.62157,                0.46033,                0.97031,                0.96487,                 1.1166,              0.0074359,              0.0074359,              0.0074359
                    261,                  1.065,                 1.2057,                 1.2076,                0.69432,                0.56531,                0.62167,                 0.4605,                0.97035,                0.96466,                 1.1167,               0.007426,               0.007426,               0.007426
                    262,                  1.066,                 1.2035,                 1.2091,                0.68149,                0.56793,                0.62224,                 0.4602,                0.97092,                0.96541,                 1.1168,              0.0074161,              0.0074161,              0.0074161
                    263,                 1.0673,                 1.2076,                 1.2083,                0.68219,                 0.5675,                0.62194,                0.46048,                0.97139,                0.96559,                  1.117,              0.0074062,              0.0074062,              0.0074062
                    264,                 1.0682,                 1.2038,                 1.2087,                0.67845,                0.56643,                0.62252,                0.46022,                0.97131,                0.96598,                 1.1171,              0.0073963,              0.0073963,              0.0073963
                    265,                  1.068,                 1.2028,                  1.209,                0.68617,                0.57181,                0.62203,                 0.4599,                0.97178,                0.96593,                 1.1177,              0.0073864,              0.0073864,              0.0073864
                    266,                  1.066,                 1.2026,                 1.2055,                 0.6805,                 0.5758,                0.62259,                0.45973,                 0.9718,                0.96579,                 1.1176,              0.0073765,              0.0073765,              0.0073765
                    267,                 1.0646,                 1.2025,                 1.2078,                0.67374,                0.57346,                0.62238,                0.45985,                0.97167,                0.96573,                 1.1173,              0.0073666,              0.0073666,              0.0073666
                    268,                 1.0674,                 1.2008,                  1.206,                0.67964,                0.56978,                0.62208,                 0.4596,                0.97201,                0.96537,                 1.1175,              0.0073567,              0.0073567,              0.0073567
                    269,                 1.0663,                 1.2056,                 1.2072,                0.68492,                0.56595,                0.62191,                0.45957,                0.97187,                0.96448,                 1.1177,              0.0073468,              0.0073468,              0.0073468
                    270,                 1.0642,                 1.1992,                 1.2059,                0.68785,                0.56571,                0.62294,                0.46014,                0.97092,                0.96428,                 1.1169,              0.0073369,              0.0073369,              0.0073369
                    271,                 1.0634,                  1.204,                 1.2084,                0.68424,                0.56644,                0.62239,                0.46053,                0.97022,                0.96444,                 1.1163,               0.007327,               0.007327,               0.007327
                    272,                  1.066,                 1.2033,                 1.2077,                0.68546,                0.56764,                0.62322,                0.46128,                0.96965,                0.96411,                 1.1157,              0.0073171,              0.0073171,              0.0073171
                    273,                 1.0663,                 1.2049,                 1.2061,                 0.6793,                0.57229,                0.62406,                0.46161,                0.96984,                0.96428,                 1.1159,              0.0073072,              0.0073072,              0.0073072
                    274,                 1.0636,                 1.2021,                 1.2065,                0.67935,                0.57043,                0.62427,                 0.4617,                0.96969,                0.96391,                  1.116,              0.0072973,              0.0072973,              0.0072973
                    275,                 1.0636,                 1.1985,                 1.2043,                0.67491,                0.57351,                0.62403,                0.46192,                0.96946,                0.96364,                  1.116,              0.0072874,              0.0072874,              0.0072874
                    276,                 1.0669,                 1.2052,                 1.2058,                0.67656,                0.57503,                0.62298,                 0.4616,                0.96923,                0.96435,                 1.1156,              0.0072775,              0.0072775,              0.0072775
                    277,                 1.0619,                 1.1978,                 1.2038,                0.67496,                 0.5754,                0.62282,                0.46162,                0.96853,                0.96385,                  1.115,              0.0072676,              0.0072676,              0.0072676
                    278,                 1.0649,                  1.201,                 1.2055,                0.67927,                0.57235,                0.62361,                0.46203,                0.96802,                  0.963,                 1.1146,              0.0072577,              0.0072577,              0.0072577
                    279,                 1.0632,                 1.1964,                 1.2033,                0.67553,                0.57389,                0.62376,                0.46201,                0.96875,                0.96287,                 1.1144,              0.0072478,              0.0072478,              0.0072478
                    280,                 1.0642,                 1.1998,                 1.2049,                0.67976,                0.57238,                0.62428,                0.46236,                  0.969,                0.96246,                 1.1144,              0.0072379,              0.0072379,              0.0072379
                    281,                 1.0641,                 1.1994,                 1.2045,                0.68302,                0.56882,                0.62335,                0.46174,                0.96867,                0.96233,                 1.1141,               0.007228,               0.007228,               0.007228
                    282,                 1.0641,                  1.197,                 1.2053,                0.68402,                0.56878,                0.62407,                0.46211,                 0.9691,                0.96072,                 1.1144,              0.0072181,              0.0072181,              0.0072181
                    283,                 1.0627,                 1.1969,                 1.2039,                0.68464,                0.56698,                0.62383,                0.46253,                0.96913,                0.96079,                 1.1146,              0.0072082,              0.0072082,              0.0072082
                    284,                  1.064,                 1.1971,                 1.2047,                0.67679,                0.57259,                0.62297,                0.46205,                0.96907,                0.96113,                 1.1148,              0.0071983,              0.0071983,              0.0071983
                    285,                 1.0646,                  1.199,                 1.2044,                 0.6723,                0.57364,                0.62218,                0.46206,                0.96912,                0.96072,                 1.1149,              0.0071884,              0.0071884,              0.0071884
                    286,                 1.0636,                 1.1974,                 1.2046,                0.66655,                0.57556,                0.62179,                0.46157,                0.96888,                0.96079,                  1.115,              0.0071785,              0.0071785,              0.0071785
                    287,                 1.0623,                 1.1991,                 1.2051,                0.67437,                0.56799,                0.62187,                0.46111,                 0.9683,                0.96103,                 1.1146,              0.0071686,              0.0071686,              0.0071686
                    288,                 1.0607,                  1.195,                 1.2027,                0.67661,                0.56581,                0.62211,                0.46117,                0.96836,                0.96052,                  1.114,              0.0071587,              0.0071587,              0.0071587
                    289,                 1.0634,                 1.1973,                 1.2033,                0.67983,                0.56715,                0.62317,                0.46212,                0.96799,                 0.9603,                 1.1132,              0.0071488,              0.0071488,              0.0071488
                    290,                 1.0609,                 1.1958,                 1.2027,                0.67301,                0.57218,                0.62312,                0.46226,                0.96765,                0.96021,                 1.1129,              0.0071389,              0.0071389,              0.0071389
                    291,                 1.0595,                 1.1947,                 1.2041,                0.68562,                0.57209,                0.62366,                0.46278,                0.96738,                0.95997,                 1.1129,               0.007129,               0.007129,               0.007129
                    292,                 1.0608,                 1.1964,                  1.204,                0.68502,                0.57266,                0.62387,                0.46336,                0.96762,                0.95978,                 1.1135,              0.0071191,              0.0071191,              0.0071191
                    293,                 1.0612,                  1.195,                 1.2021,                0.69139,                0.56893,                0.62335,                0.46274,                 0.9668,                0.95943,                 1.1127,              0.0071092,              0.0071092,              0.0071092
                    294,                 1.0628,                 1.1901,                 1.2002,                0.68957,                0.57002,                0.62421,                0.46324,                0.96631,                0.95945,                  1.112,              0.0070993,              0.0070993,              0.0070993
                    295,                 1.0593,                  1.193,                  1.202,                0.69311,                0.56745,                0.62457,                0.46313,                0.96691,                0.95957,                 1.1122,              0.0070894,              0.0070894,              0.0070894
                    296,                 1.0602,                 1.1961,                 1.2027,                0.68247,                0.57273,                0.62435,                0.46297,                0.96678,                0.96002,                 1.1118,              0.0070795,              0.0070795,              0.0070795
                    297,                 1.0617,                 1.1925,                 1.2026,                0.68921,                0.57085,                0.62467,                0.46344,                0.96644,                0.95971,                  1.112,              0.0070696,              0.0070696,              0.0070696
                    298,                 1.0577,                 1.1938,                 1.2012,                0.67827,                0.57154,                0.62452,                0.46314,                0.96622,                0.95957,                 1.1117,              0.0070597,              0.0070597,              0.0070597
                    299,                 1.0636,                 1.1904,                 1.2016,                0.67384,                0.57383,                0.62457,                0.46355,                0.96671,                 0.9591,                 1.1116,              0.0070498,              0.0070498,              0.0070498
                    300,                 1.0619,                 1.1945,                 1.2007,                0.67322,                0.57373,                0.62489,                0.46399,                0.96673,                0.95915,                 1.1115,              0.0070399,              0.0070399,              0.0070399
                    301,                 1.0614,                 1.1909,                 1.2016,                0.67092,                0.57517,                0.62425,                0.46373,                0.96663,                0.95899,                 1.1115,                0.00703,                0.00703,                0.00703
                    302,                 1.0593,                 1.1864,                 1.1987,                0.67741,                0.57262,                0.62428,                0.46382,                0.96701,                0.95804,                 1.1119,              0.0070201,              0.0070201,              0.0070201
                    303,                 1.0587,                 1.1878,                 1.2009,                0.68073,                0.56894,                0.62433,                0.46389,                0.96607,                0.95803,                 1.1106,              0.0070102,              0.0070102,              0.0070102
                    304,                 1.0621,                   1.19,                 1.2005,                0.68227,                0.56946,                0.62452,                0.46401,                0.96588,                0.95789,                 1.1105,              0.0070003,              0.0070003,              0.0070003
                    305,                 1.0605,                 1.1927,                 1.2017,                0.67086,                0.57791,                0.62449,                0.46391,                0.96578,                0.95717,                 1.1104,              0.0069904,              0.0069904,              0.0069904
                    306,                 1.0598,                 1.1847,                 1.1992,                0.67816,                0.57238,                0.62458,                0.46374,                0.96565,                0.95704,                 1.1102,              0.0069805,              0.0069805,              0.0069805
                    307,                 1.0581,                 1.1922,                  1.199,                0.67587,                0.57514,                0.62476,                0.46367,                0.96586,                0.95686,                 1.1098,              0.0069706,              0.0069706,              0.0069706
                    308,                 1.0566,                 1.1876,                 1.1992,                0.68134,                0.57285,                0.62476,                 0.4637,                0.96548,                0.95689,                 1.1099,              0.0069607,              0.0069607,              0.0069607
                    309,                 1.0589,                 1.1906,                 1.1987,                0.68064,                0.57412,                0.62495,                0.46349,                0.96567,                0.95726,                 1.1101,              0.0069508,              0.0069508,              0.0069508
                    310,                 1.0592,                 1.1894,                 1.2018,                 0.6859,                0.56951,                0.62523,                0.46388,                0.96602,                0.95703,                 1.1106,              0.0069409,              0.0069409,              0.0069409
                    311,                 1.0565,                 1.1885,                 1.1997,                0.68175,                0.57184,                0.62553,                0.46378,                0.96628,                0.95722,                  1.111,               0.006931,               0.006931,               0.006931
                    312,                 1.0587,                 1.1853,                 1.1994,                0.67923,                0.57266,                0.62513,                0.46348,                0.96599,                0.95834,                 1.1109,              0.0069211,              0.0069211,              0.0069211
                    313,                 1.0575,                 1.1875,                 1.2003,                0.69721,                0.57033,                0.62535,                0.46375,                  0.966,                0.95834,                 1.1106,              0.0069112,              0.0069112,              0.0069112
                    314,                 1.0593,                 1.1855,                 1.2007,                0.68872,                0.57385,                0.62541,                0.46373,                 0.9658,                0.95826,                 1.1103,              0.0069013,              0.0069013,              0.0069013
                    315,                 1.0577,                 1.1873,                 1.1979,                0.68775,                0.57497,                0.62583,                0.46382,                0.96583,                0.95754,                   1.11,              0.0068914,              0.0068914,              0.0068914
                    316,                 1.0574,                 1.1833,                 1.1993,                0.68461,                 0.5755,                0.62575,                0.46387,                0.96611,                0.95722,                 1.1098,              0.0068815,              0.0068815,              0.0068815
                    317,                 1.0591,                 1.1869,                 1.1986,                0.68492,                0.57726,                0.62626,                0.46456,                0.96611,                 0.9564,                 1.1096,              0.0068716,              0.0068716,              0.0068716
                    318,                 1.0576,                  1.181,                 1.1962,                0.69021,                0.57327,                0.62595,                0.46409,                0.96652,                0.95587,                 1.1099,              0.0068617,              0.0068617,              0.0068617
                    319,                 1.0603,                 1.1833,                 1.1987,                0.69655,                0.57059,                0.62593,                0.46409,                0.96667,                0.95637,                   1.11,              0.0068518,              0.0068518,              0.0068518
                    320,                 1.0574,                 1.1858,                 1.1984,                0.69032,                0.57314,                0.62589,                0.46447,                0.96692,                0.95675,                 1.1104,              0.0068419,              0.0068419,              0.0068419
                    321,                 1.0541,                 1.1807,                 1.1978,                0.69711,                0.56901,                 0.6266,                0.46476,                0.96574,                0.95583,                 1.1095,               0.006832,               0.006832,               0.006832
                    322,                 1.0579,                 1.1857,                 1.1976,                0.69034,                0.57229,                0.62717,                0.46486,                0.96518,                0.95536,                 1.1088,              0.0068221,              0.0068221,              0.0068221
                    323,                 1.0558,                 1.1815,                 1.1972,                0.69963,                0.56755,                0.62805,                0.46536,                0.96588,                0.95581,                 1.1093,              0.0068122,              0.0068122,              0.0068122
                    324,                 1.0572,                 1.1846,                    1.2,                0.67348,                0.57566,                0.62757,                0.46519,                0.96577,                 0.9558,                 1.1099,              0.0068023,              0.0068023,              0.0068023
                    325,                 1.0544,                 1.1814,                 1.1977,                0.67538,                0.57805,                0.62697,                0.46521,                0.96568,                0.95536,                 1.1103,              0.0067924,              0.0067924,              0.0067924
                    326,                 1.0571,                  1.183,                 1.1989,                0.67704,                0.57508,                0.62691,                0.46506,                0.96569,                0.95511,                 1.1103,              0.0067825,              0.0067825,              0.0067825
                    327,                 1.0558,                 1.1817,                 1.1965,                 0.6776,                0.57528,                0.62747,                0.46534,                0.96552,                0.95464,                 1.1099,              0.0067726,              0.0067726,              0.0067726
                    328,                 1.0558,                 1.1766,                 1.1962,                0.67654,                 0.5754,                0.62715,                0.46509,                0.96496,                0.95412,                 1.1094,              0.0067627,              0.0067627,              0.0067627
                    329,                  1.055,                 1.1815,                 1.1974,                0.67967,                 0.5748,                0.62711,                0.46475,                 0.9652,                0.95438,                 1.1099,              0.0067528,              0.0067528,              0.0067528
                    330,                 1.0553,                 1.1802,                 1.1969,                0.67123,                 0.5779,                 0.6261,                0.46483,                0.96532,                0.95489,                 1.1098,              0.0067429,              0.0067429,              0.0067429
                    331,                 1.0551,                 1.1799,                 1.1955,                0.67271,                 0.5762,                0.62653,                  0.465,                0.96593,                 0.9553,                 1.1098,               0.006733,               0.006733,               0.006733
                    332,                 1.0546,                 1.1792,                 1.1967,                 0.6775,                0.57405,                0.62703,                0.46515,                0.96582,                0.95567,                 1.1096,              0.0067231,              0.0067231,              0.0067231
                    333,                 1.0594,                  1.181,                 1.1974,                0.69362,                0.57201,                0.62661,                0.46475,                0.96578,                0.95536,                 1.1099,              0.0067132,              0.0067132,              0.0067132
                    334,                 1.0564,                 1.1805,                 1.1972,                0.69304,                0.57175,                0.62653,                0.46461,                0.96513,                0.95501,                  1.109,              0.0067033,              0.0067033,              0.0067033
                    335,                 1.0549,                  1.178,                 1.1959,                0.69449,                 0.5697,                0.62579,                0.46429,                0.96527,                 0.9544,                  1.109,              0.0066934,              0.0066934,              0.0066934
                    336,                 1.0534,                 1.1772,                 1.1949,                0.69252,                0.57199,                0.62597,                0.46466,                0.96551,                0.95412,                 1.1089,              0.0066835,              0.0066835,              0.0066835
                    337,                 1.0578,                 1.1792,                 1.1977,                0.69004,                0.57472,                0.62611,                0.46466,                0.96545,                0.95354,                 1.1085,              0.0066736,              0.0066736,              0.0066736
                    338,                 1.0553,                 1.1779,                 1.1967,                0.68256,                 0.5792,                0.62689,                0.46519,                0.96556,                0.95275,                 1.1086,              0.0066637,              0.0066637,              0.0066637
                    339,                 1.0539,                 1.1765,                 1.1986,                0.68442,                0.57854,                0.62724,                0.46586,                 0.9656,                0.95277,                 1.1088,              0.0066538,              0.0066538,              0.0066538
                    340,                 1.0538,                 1.1753,                 1.1958,                0.68537,                0.57767,                0.62713,                0.46514,                0.96564,                0.95202,                 1.1085,              0.0066439,              0.0066439,              0.0066439
                    341,                 1.0509,                 1.1746,                 1.1957,                0.69049,                0.57564,                0.62721,                0.46478,                0.96558,                0.95233,                 1.1082,               0.006634,               0.006634,               0.006634
                    342,                 1.0547,                 1.1753,                 1.1966,                0.69477,                0.57194,                0.62747,                0.46529,                0.96584,                0.95174,                 1.1085,              0.0066241,              0.0066241,              0.0066241
                    343,                 1.0568,                 1.1771,                 1.1982,                0.69013,                0.57671,                 0.6281,                0.46562,                0.96564,                 0.9516,                 1.1085,              0.0066142,              0.0066142,              0.0066142
                    344,                 1.0578,                 1.1799,                 1.1981,                0.69827,                0.57228,                0.62815,                0.46548,                0.96466,                0.95186,                 1.1081,              0.0066043,              0.0066043,              0.0066043
                    345,                 1.0536,                 1.1749,                 1.1954,                0.70292,                0.56815,                0.62781,                0.46508,                0.96401,                0.95186,                 1.1078,              0.0065944,              0.0065944,              0.0065944
                    346,                 1.0526,                 1.1703,                 1.1931,                0.70418,                 0.5696,                0.62737,                0.46486,                0.96369,                 0.9519,                 1.1077,              0.0065845,              0.0065845,              0.0065845
                    347,                 1.0543,                 1.1756,                 1.1941,                0.70348,                0.56989,                0.62796,                0.46489,                0.96442,                0.95132,                 1.1083,              0.0065746,              0.0065746,              0.0065746
                    348,                 1.0536,                 1.1687,                 1.1939,                0.70268,                0.57125,                0.62876,                0.46539,                0.96489,                0.95107,                 1.1088,              0.0065647,              0.0065647,              0.0065647
                    349,                 1.0526,                 1.1737,                 1.1954,                0.70307,                0.57225,                0.62873,                0.46524,                 0.9642,                0.95084,                  1.108,              0.0065548,              0.0065548,              0.0065548
                    350,                 1.0513,                 1.1695,                 1.1928,                0.69716,                0.57579,                0.62848,                0.46474,                0.96409,                0.95078,                 1.1077,              0.0065449,              0.0065449,              0.0065449
                    351,                 1.0557,                 1.1688,                  1.196,                0.69797,                0.57439,                0.62921,                0.46571,                0.96423,                0.95014,                 1.1077,               0.006535,               0.006535,               0.006535
                    352,                 1.0526,                 1.1739,                 1.1944,                0.68861,                0.57981,                0.62827,                0.46582,                0.96336,                 0.9496,                  1.107,              0.0065251,              0.0065251,              0.0065251
                    353,                 1.0514,                 1.1685,                 1.1926,                0.69005,                0.57572,                0.62818,                0.46603,                0.96329,                 0.9495,                  1.107,              0.0065152,              0.0065152,              0.0065152
                    354,                 1.0527,                 1.1704,                 1.1942,                0.69225,                0.57499,                0.62797,                0.46611,                0.96309,                0.94978,                 1.1066,              0.0065053,              0.0065053,              0.0065053
                    355,                 1.0547,                 1.1762,                 1.1951,                0.68908,                0.57542,                 0.6281,                 0.4662,                0.96272,                0.95006,                 1.1064,              0.0064954,              0.0064954,              0.0064954
                    356,                 1.0517,                 1.1752,                  1.194,                0.68675,                0.57757,                0.62796,                0.46586,                0.96243,                0.94994,                  1.106,              0.0064855,              0.0064855,              0.0064855
                    357,                 1.0502,                  1.168,                 1.1925,                0.68458,                0.57994,                0.62823,                0.46614,                0.96216,                0.94921,                 1.1061,              0.0064756,              0.0064756,              0.0064756
                    358,                 1.0502,                 1.1656,                 1.1914,                0.68518,                0.57812,                0.62884,                0.46627,                0.96248,                0.94885,                 1.1064,              0.0064657,              0.0064657,              0.0064657
                    359,                 1.0516,                 1.1695,                  1.195,                0.68244,                0.58039,                0.62879,                 0.4667,                0.96252,                 0.9482,                 1.1066,              0.0064558,              0.0064558,              0.0064558
                    360,                 1.0514,                 1.1711,                 1.1944,                0.68038,                 0.5818,                0.62856,                0.46656,                0.96244,                0.94839,                 1.1068,              0.0064459,              0.0064459,              0.0064459
                    361,                 1.0501,                 1.1687,                 1.1947,                0.67508,                0.57881,                0.62823,                0.46641,                0.96348,                0.94895,                 1.1078,               0.006436,               0.006436,               0.006436
                    362,                 1.0501,                 1.1688,                 1.1942,                0.67612,                0.57635,                0.62895,                0.46635,                0.96287,                0.94925,                 1.1073,              0.0064261,              0.0064261,              0.0064261
                    363,                 1.0496,                 1.1658,                 1.1923,                0.67089,                0.58042,                0.62907,                0.46611,                0.96247,                0.94899,                 1.1069,              0.0064162,              0.0064162,              0.0064162
                    364,                 1.0491,                 1.1688,                 1.1933,                0.66841,                0.58074,                0.62893,                0.46658,                0.96161,                0.94787,                 1.1062,              0.0064063,              0.0064063,              0.0064063
