                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.39153,                 0.2756,                0.89632,                0.97469,                0.95476,                0.99325,                0.81779,                0.74643,                0.38147,                 1.2498,              0.0001822,              0.0001822,              0.0001822
                    154,                0.38104,                0.26126,                0.90966,                0.98472,                0.96011,                0.99325,                0.81652,                0.77165,                0.37414,                 1.2702,             0.00017609,             0.00017609,             0.00017609
                    155,                0.35045,                0.24394,                0.87863,                0.98845,                0.96145,                0.99253,                0.80586,                0.76504,                0.36348,                 1.2575,             0.00016998,             0.00016998,             0.00016998
                    156,                 0.4018,                0.26147,                0.90963,                0.97254,                0.98571,                0.99253,                0.82268,                0.74032,                0.35557,                 1.2156,             0.00016387,             0.00016387,             0.00016387
                    157,                0.41115,                 0.2672,                0.92936,                0.97147,                0.97387,                0.99325,                0.84043,                0.73518,                0.35634,                 1.2083,             0.00015776,             0.00015776,             0.00015776
                    158,                0.38898,                 0.2617,                  0.892,                0.98266,                0.98865,                  0.995,                0.83608,                0.72555,                0.33886,                 1.1976,             0.00015165,             0.00015165,             0.00015165
                    159,                0.36362,                0.25371,                0.91082,                0.99229,                0.97117,                0.99407,                0.81409,                0.75422,                0.33986,                 1.2293,             0.00014554,             0.00014554,             0.00014554
                    160,                0.38911,                0.25161,                0.91126,                0.98211,                0.96813,                0.99407,                0.82105,                0.76498,                0.35091,                   1.25,             0.00013943,             0.00013943,             0.00013943
                    161,                0.41879,                0.28384,                0.93779,                0.96811,                0.98114,                0.99325,                0.81356,                0.75067,                 0.3517,                 1.2394,             0.00013332,             0.00013332,             0.00013332
                    162,                0.40039,                0.26988,                0.89897,                0.98109,                0.95544,                0.99325,                0.81923,                0.75319,                0.36233,                 1.2407,             0.00012721,             0.00012721,             0.00012721
                    163,                0.39286,                0.26729,                0.89849,                0.97888,                0.95646,                0.99325,                0.82154,                0.75932,                  0.357,                  1.245,              0.0001211,              0.0001211,              0.0001211
                    164,                0.39776,                0.26556,                0.91099,                0.97959,                0.96318,                0.99325,                0.82105,                0.73418,                0.35441,                 1.2178,             0.00011499,             0.00011499,             0.00011499
                    165,                0.39495,                0.25499,                0.92432,                0.97774,                0.96826,                0.99253,                0.82159,                0.73303,                0.34612,                 1.2131,             0.00010888,             0.00010888,             0.00010888
                    166,                0.37343,                0.25055,                0.89844,                0.96966,                0.98268,                0.99132,                0.82531,                0.74559,                0.34415,                 1.2209,             0.00010277,             0.00010277,             0.00010277
                    167,                0.34722,                0.23957,                0.88952,                0.97946,                0.98571,                0.99189,                0.81404,                0.75514,                0.33382,                 1.2279,             9.6657e-05,             9.6657e-05,             9.6657e-05
                    168,                0.35399,                0.24652,                0.89985,                0.98979,                0.98571,                0.99189,                 0.8119,                0.76231,                0.33016,                 1.2411,             9.0546e-05,             9.0546e-05,             9.0546e-05
                    169,                0.36497,                0.24227,                0.89052,                0.99205,                0.98571,                0.99253,                 0.8173,                0.74597,                0.33221,                 1.2333,             8.4436e-05,             8.4436e-05,             8.4436e-05
                    170,                0.35063,                0.24969,                0.89051,                0.99146,                0.98571,                0.99253,                0.82226,                0.75071,                 0.3345,                 1.2382,             7.8326e-05,             7.8326e-05,             7.8326e-05
                    171,                0.32331,                0.23309,                0.86817,                0.99061,                0.98571,                0.99325,                 0.8134,                0.77862,                0.34126,                 1.2687,             7.2215e-05,             7.2215e-05,             7.2215e-05
                    172,                0.33724,                0.23712,                0.87966,                0.99076,                0.98571,                0.99407,                0.82162,                0.76951,                0.32773,                 1.2647,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    173,                0.32478,                0.23204,                0.87686,                 0.9918,                0.98745,                  0.995,                0.82027,                0.74283,                0.31738,                 1.2424,             5.9994e-05,             5.9994e-05,             5.9994e-05
                    174,                0.32226,                0.24266,                0.90017,                0.99066,                0.98571,                0.99407,                0.82671,                0.73974,                0.31645,                  1.239,             5.3883e-05,             5.3883e-05,             5.3883e-05
                    175,                0.31471,                0.23192,                0.87937,                0.99111,                0.98571,                0.99325,                0.82367,                0.74452,                 0.3236,                 1.2459,             4.7773e-05,             4.7773e-05,             4.7773e-05
                    176,                0.30295,                0.21532,                0.87768,                0.98521,                0.98025,                0.99253,                0.81895,                0.74594,                 0.3268,                 1.2451,             4.1663e-05,             4.1663e-05,             4.1663e-05
                    177,                0.29741,                0.21569,                 0.8887,                0.98284,                0.97544,                0.99189,                0.82862,                0.73859,                0.32737,                 1.2371,             3.5552e-05,             3.5552e-05,             3.5552e-05
                    178,                0.27979,                0.21234,                0.85239,                0.97873,                0.97666,                0.99189,                0.82865,                 0.7305,                0.32409,                 1.2277,             2.9442e-05,             2.9442e-05,             2.9442e-05
                    179,                0.29859,                0.22604,                0.87252,                 0.9811,                0.98124,                0.99189,                0.82767,                0.72949,                 0.3268,                 1.2272,             2.3331e-05,             2.3331e-05,             2.3331e-05
                    180,                0.30535,                 0.2133,                0.85683,                0.98589,                0.98571,                0.99189,                0.82401,                0.73455,                0.32853,                 1.2347,              1.722e-05,              1.722e-05,              1.722e-05
