                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.88406,                0.59723,                 1.3528,                0.87918,                0.89898,                 0.9317,                0.65338,                 1.0656,                0.67994,                 1.6819,             0.00036089,             0.00036089,             0.00036089
                    153,                0.88362,                0.60103,                 1.3757,                 0.8325,                0.93599,                0.93839,                0.66409,                 1.0792,                0.67258,                 1.6883,             0.00035382,             0.00035382,             0.00035382
                    154,                0.87175,                0.57906,                 1.3606,                0.90156,                0.86276,                0.93746,                0.65662,                 1.0719,                0.68197,                 1.6923,             0.00034675,             0.00034675,             0.00034675
                    155,                0.88368,                0.58569,                 1.3591,                0.83088,                0.92412,                0.93113,                0.65631,                 1.0806,                0.72569,                 1.6989,             0.00033967,             0.00033967,             0.00033967
                    156,                0.87959,                0.58743,                 1.3689,                0.85508,                0.92496,                0.93633,                0.65732,                 1.0797,                0.68909,                 1.6982,              0.0003326,              0.0003326,              0.0003326
                    157,                0.86932,                0.58714,                 1.3444,                0.84634,                0.90913,                0.92495,                0.64789,                 1.0832,                0.71092,                 1.6936,             0.00032553,             0.00032553,             0.00032553
                    158,                0.88363,                0.59834,                 1.3895,                0.86909,                0.89904,                 0.9326,                0.64973,                 1.0649,                 0.6797,                 1.6876,             0.00031845,             0.00031845,             0.00031845
                    159,                0.88474,                0.60159,                 1.3791,                0.87659,                0.90368,                0.93459,                0.65956,                 1.0785,                0.68633,                 1.6905,             0.00031138,             0.00031138,             0.00031138
                    160,                0.87626,                0.58013,                 1.3507,                0.86259,                 0.9115,                0.92945,                0.63962,                 1.0831,                 0.7007,                  1.704,             0.00030431,             0.00030431,             0.00030431
                    161,                0.85677,                0.58222,                 1.3436,                0.89389,                0.87632,                0.93283,                0.66061,                 1.0679,                0.68966,                 1.6886,             0.00029723,             0.00029723,             0.00029723
                    162,                0.87008,                0.58479,                  1.363,                0.86906,                0.90797,                0.92966,                0.65686,                 1.0707,                0.68907,                 1.6941,             0.00029016,             0.00029016,             0.00029016
                    163,                0.86751,                0.58539,                 1.3571,                0.86285,                0.91984,                0.93156,                0.65806,                 1.0766,                0.68755,                 1.7173,             0.00028308,             0.00028308,             0.00028308
                    164,                0.84736,                 0.5609,                 1.3092,                0.85653,                0.90721,                0.92915,                0.65138,                 1.0965,                 0.6964,                 1.7257,             0.00027601,             0.00027601,             0.00027601
                    165,                0.85628,                0.57141,                 1.3322,                0.87015,                0.89861,                 0.9345,                0.65934,                 1.0792,                0.71179,                 1.6971,             0.00026894,             0.00026894,             0.00026894
                    166,                0.85744,                0.57223,                 1.3599,                0.86819,                0.91892,                0.92868,                0.64871,                 1.0761,                0.68522,                 1.6996,             0.00026186,             0.00026186,             0.00026186
                    167,                0.87848,                0.57947,                 1.3625,                0.82864,                0.91978,                0.93241,                0.65169,                 1.0872,                0.77007,                 1.6914,             0.00025479,             0.00025479,             0.00025479
                    168,                0.85273,                0.57718,                 1.3634,                0.86258,                0.92638,                0.93723,                0.66307,                 1.0681,                0.69191,                 1.7103,             0.00024772,             0.00024772,             0.00024772
                    169,                0.82608,                0.55965,                 1.3094,                0.87488,                0.90734,                0.93682,                0.65672,                 1.0938,                0.68865,                 1.7181,             0.00024064,             0.00024064,             0.00024064
                    170,                0.86036,                0.56505,                 1.3434,                0.88106,                0.89973,                 0.9349,                0.65828,                 1.0758,                0.69291,                 1.7122,             0.00023357,             0.00023357,             0.00023357
                    171,                0.83985,                0.55721,                 1.3534,                0.86445,                 0.9249,                0.93158,                0.65636,                 1.0919,                0.70096,                 1.7294,              0.0002265,              0.0002265,              0.0002265
                    172,                0.84436,                 0.5623,                 1.3296,                0.86081,                0.90843,                 0.9291,                0.64161,                 1.0885,                0.74839,                 1.7158,             0.00021942,             0.00021942,             0.00021942
                    173,                0.83673,                0.55095,                 1.3435,                0.86974,                0.90558,                0.93016,                0.65173,                 1.0899,                0.69855,                 1.7211,             0.00021235,             0.00021235,             0.00021235
                    174,                0.84235,                0.55093,                 1.3412,                0.87891,                0.90097,                0.93509,                0.64991,                 1.0945,                0.69988,                 1.7285,             0.00020528,             0.00020528,             0.00020528
                    175,                0.83571,                0.55169,                 1.3415,                0.86434,                0.90155,                0.93201,                  0.653,                 1.1055,                0.72617,                 1.7411,              0.0001982,              0.0001982,              0.0001982
                    176,                0.83102,                0.54956,                 1.3185,                0.86052,                0.91769,                0.92958,                0.65053,                 1.0969,                0.68773,                 1.7516,             0.00019113,             0.00019113,             0.00019113
                    177,                0.82451,                0.54649,                 1.3217,                0.86571,                0.89979,                0.93403,                0.65424,                 1.1054,                0.70214,                  1.745,             0.00018406,             0.00018406,             0.00018406
                    178,                0.83794,                0.54388,                 1.3196,                0.84652,                0.93003,                0.93288,                0.65431,                  1.088,                0.67911,                 1.7373,             0.00017698,             0.00017698,             0.00017698
                    179,                0.83879,                0.54202,                 1.3245,                0.87466,                0.90649,                0.92655,                0.64691,                 1.1048,                0.70957,                 1.7467,             0.00016991,             0.00016991,             0.00016991
                    180,                0.82866,                0.53011,                  1.304,                0.88421,                0.88514,                0.93132,                0.65568,                 1.0951,                0.70566,                  1.728,             0.00016283,             0.00016283,             0.00016283
                    181,                0.81565,                0.54006,                 1.3124,                0.86797,                0.91411,                0.93445,                0.65676,                  1.081,                0.69084,                 1.7252,             0.00015576,             0.00015576,             0.00015576
                    182,                0.81241,                0.53403,                 1.3207,                0.87728,                0.90738,                0.93475,                0.65488,                 1.1042,                0.68361,                 1.7648,             0.00014869,             0.00014869,             0.00014869
                    183,                0.81905,                0.53186,                 1.3012,                0.88137,                0.87535,                0.93007,                0.64651,                 1.0854,                0.72112,                 1.7241,             0.00014161,             0.00014161,             0.00014161
                    184,                0.82306,                0.54472,                 1.3183,                0.85499,                0.91766,                0.92998,                0.65209,                 1.1038,                0.70675,                 1.7512,             0.00013454,             0.00013454,             0.00013454
                    185,                0.81236,                0.53957,                  1.295,                0.85581,                0.92209,                0.92923,                0.64583,                 1.1011,                0.68729,                 1.7433,             0.00012747,             0.00012747,             0.00012747
                    186,                0.81007,                0.52939,                 1.3036,                 0.8807,                0.89599,                0.93069,                0.65303,                 1.1093,                0.69417,                 1.7524,             0.00012039,             0.00012039,             0.00012039
                    187,                0.79249,                0.51245,                 1.2669,                 0.8502,                0.93674,                0.93221,                0.65612,                 1.0901,                0.68578,                 1.7382,             0.00011332,             0.00011332,             0.00011332
                    188,                0.81045,                0.52214,                 1.2963,                 0.8473,                 0.9268,                0.92811,                0.65226,                 1.1049,                0.72758,                 1.7418,             0.00010625,             0.00010625,             0.00010625
                    189,                0.79723,                0.52226,                 1.2864,                0.86453,                0.91141,                0.92708,                0.64601,                 1.1098,                 0.7066,                 1.7561,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    190,                0.80047,                0.52213,                 1.3066,                0.85951,                0.90716,                0.93139,                0.65108,                 1.0973,                0.70377,                 1.7407,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    191,                0.80263,                0.57425,                  1.367,                0.85573,                0.91661,                0.92701,                0.64481,                 1.1183,                0.69557,                    1.8,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    192,                0.78427,                0.52155,                 1.3803,                0.84266,                0.93364,                0.92442,                0.63775,                 1.0989,                  0.679,                 1.7935,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    193,                0.77061,                0.50361,                 1.3562,                0.87312,                0.88233,                0.92029,                0.63696,                 1.1094,                 0.6954,                 1.8031,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    194,                0.76603,                 0.5069,                 1.3513,                0.85032,                 0.8975,                 0.9227,                0.63638,                 1.1094,                0.71024,                 1.8075,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    195,                0.75251,                0.49402,                 1.3343,                0.86181,                 0.9032,                0.92443,                0.64488,                 1.0961,                0.70726,                 1.7952,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    196,                0.74824,                0.48274,                  1.339,                0.86432,                0.90815,                0.92921,                0.64814,                 1.1037,                0.72882,                 1.7995,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    197,                 0.7367,                0.46918,                 1.3064,                0.86599,                0.90083,                0.93055,                0.65258,                 1.1094,                0.72879,                 1.7932,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    198,                0.72423,                0.46846,                 1.2954,                0.87184,                0.89226,                0.92978,                0.64648,                 1.1049,                0.72046,                 1.7897,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    199,                 0.7395,                0.48341,                 1.3364,                0.87256,                0.90274,                0.92924,                0.65161,                 1.1056,                0.72065,                 1.7908,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    200,                0.72717,                0.46793,                  1.305,                0.86775,                0.90988,                 0.9311,                0.64915,                  1.109,                0.71654,                  1.799,             2.1364e-05,             2.1364e-05,             2.1364e-05
